order_item_id,order_date,delivery_date,item_id,item_size,item_color,brand_id,item_price,user_id,user_title,user_dob,user_state,user_reg_date
30847,7/7/2016,7/18/2016,1096,41,brown,40,74.9,35998,Mrs,12/6/1972,1001,7/8/2016
30856,7/8/2016,7/16/2016,588,m,pink,14,39.9,21301,Mrs,7/29/1974,1001,1/2/2016
30861,7/8/2016,7/17/2016,703,xl,grey,37,14.9,20949,Mrs,6/19/1974,1013,9/6/2015
30867,7/8/2016,7/16/2016,165,40,black,47,89.9,36000,Mrs,2/2/1961,1010,2/17/2015
30876,7/8/2016,8/1/2016,204,xl,denim,5,59.9,27390,Mrs,1/16/1966,1002,2/17/2015
30884,7/8/2016,8/1/2016,69,l,denim,5,59.9,27390,Mrs,1/16/1966,1002,2/17/2015
30908,7/8/2016,8/7/2016,87,m,black,5,79.9,27390,Mrs,1/16/1966,1002,2/17/2015
30913,7/8/2016,7/18/2016,68,xxl,white,3,19.9,36003,Mrs,10/28/1965,1002,7/9/2016
30917,7/8/2016,7/17/2016,568,xxl,denim,25,59.9,16070,Mrs,1/10/1962,1003,6/17/2016
30919,7/8/2016,7/17/2016,491,xxl,black,3,39.9,16070,Mrs,1/10/1962,1003,6/17/2016
30923,7/8/2016,7/18/2016,272,39,brown,53,29.9,36010,Mrs,12/12/1970,1008,7/9/2016
30938,7/8/2016,NA,736,39+,black,1,99.9,14943,Mrs,7/5/1960,1003,4/30/2016
30941,7/8/2016,7/19/2016,182,39,blue,17,109.9,36015,Mrs,7/25/1957,1010,7/9/2016
30949,7/8/2016,7/16/2016,146,xl,green,3,21.9,23267,Mrs,NA,1008,2/17/2015
30963,7/8/2016,7/16/2016,154,xxl,grey,33,17.9,16730,Mrs,NA,1008,5/6/2016
30968,7/8/2016,7/16/2016,389,m,stained,20,39.9,36020,Mrs,5/27/1971,1010,10/25/2015
30973,7/8/2016,7/16/2016,76,s,purple,37,19.9,36020,Mrs,5/27/1971,1010,10/25/2015
30982,7/8/2016,7/23/2016,831,37,brown,15,17.45,36024,Mrs,2/23/1967,1010,2/17/2015
30995,7/8/2016,7/18/2016,67,l,blue,20,39.9,35883,Mrs,11/27/1972,1001,2/17/2015
30998,7/8/2016,7/26/2016,146,l,ash,3,24.9,35883,Mrs,11/27/1972,1001,2/17/2015
31007,7/8/2016,7/16/2016,346,l,black,5,69.9,35427,Mrs,7/21/1967,1002,7/4/2016
31012,7/8/2016,7/16/2016,118,s,berry,6,39.9,25129,Mrs,7/3/1952,1004,2/17/2015
31054,7/8/2016,7/17/2016,69,xl,black,5,54.9,17608,Mrs,3/29/1970,1012,7/19/2015
31066,7/8/2016,7/18/2016,366,36,grey,4,49.9,36035,Mrs,10/14/1966,1007,2/17/2015
31082,7/8/2016,7/17/2016,25,l,ocher,5,79.9,25342,Mrs,1/10/1964,1002,2/17/2015
31085,7/8/2016,7/20/2016,613,40,blue,45,44.9,14384,Mrs,3/24/1949,1010,4/24/2015
31098,7/8/2016,NA,661,xl,black,5,29.9,36046,Mrs,3/30/1961,1013,7/9/2016
31103,7/8/2016,7/27/2016,138,xl,blue,46,19.9,21233,Mrs,10/10/1955,1008,1/23/2016
31119,7/8/2016,7/17/2016,68,xxl,black,3,19.9,33780,Mrs,11/23/1979,1013,2/17/2015
31120,7/8/2016,7/17/2016,68,xxl,mocca,3,9.95,33780,Mrs,11/23/1979,1013,2/17/2015
31129,7/9/2016,NA,263,l,grey,5,39.9,36049,Mrs,12/11/1977,1002,7/10/2016
31138,7/8/2016,7/17/2016,58,xxl,ocher,31,89.9,36053,Mrs,NA,1010,2/17/2015
31144,7/8/2016,NA,19,xl,white,14,69.9,36054,Mr,NA,1010,7/9/2016
31149,7/8/2016,7/17/2016,165,41,red,47,89.9,3213,Mrs,4/8/1954,1008,6/5/2015
31158,7/8/2016,NA,272,41,black,53,29.9,36057,not reported,11/6/1973,1002,7/9/2016
31171,7/8/2016,7/19/2016,1,43,mocca,1,119.9,36064,Mrs,NA,1001,7/9/2016
31190,7/9/2016,7/16/2016,187,xl,black,14,59.9,1831,Mrs,7/16/1951,1001,2/17/2015
31197,7/9/2016,7/19/2016,1409,xxl,ash,3,24.9,21758,Mrs,5/3/1965,1001,2/17/2015
31203,7/9/2016,NA,204,m,black,5,59.9,14314,Mrs,11/7/1964,1015,2/17/2015
31211,7/9/2016,7/17/2016,253,unsized,blue,62,4.9,35560,Mrs,6/5/1952,1011,2/17/2015
31213,7/9/2016,7/19/2016,1401,xl,black,3,21.9,26025,Mrs,NA,1005,6/4/2016
31237,7/9/2016,7/17/2016,146,m,olive,3,24.9,13960,Mrs,5/21/1961,1016,2/17/2015
31247,7/9/2016,7/18/2016,523,l,magenta,3,7.9,36078,Mrs,4/3/1959,1002,7/10/2016
31255,7/9/2016,NA,28,m,petrol,20,24.9,36081,Mrs,12/2/1966,1001,7/10/2016
31264,7/9/2016,7/19/2016,1404,xl,white,3,16.9,28667,Mrs,8/2/1974,1002,6/14/2016
31291,7/9/2016,7/19/2016,1401,xxl,black,3,21.9,27246,Mrs,NA,1010,2/17/2015
31292,7/9/2016,8/16/2016,1417,xl,navy,30,32.95,28438,Mrs,NA,1011,6/13/2016
31304,7/9/2016,7/19/2016,1401,xl,black,3,21.9,24483,Mrs,1/24/1961,1008,2/17/2015
31319,7/9/2016,7/19/2016,1409,xxl,red,3,24.9,23244,Mrs,3/18/1962,1010,7/4/2016
31324,7/9/2016,7/19/2016,1404,m,black,3,16.9,27738,Mrs,2/1/1974,1010,6/10/2016
31341,7/9/2016,7/31/2016,697,44,purple,78,24.9,36100,Mrs,3/2/1949,1006,1/29/2016
31350,7/9/2016,NA,666,9+,brown,19,49.9,30485,Mr,NA,1007,6/22/2016
31359,7/9/2016,7/17/2016,93,l,brown,20,49.9,30508,Mrs,8/28/1965,1010,6/22/2016
31372,7/9/2016,7/16/2016,208,48,blue,25,59.9,3468,Mrs,2/11/1962,1003,2/17/2015
31378,7/9/2016,7/17/2016,114,41,grey,43,79.9,14501,Mrs,9/19/1964,1007,8/8/2015
31381,7/9/2016,7/18/2016,682,37,brown,54,94.9,36102,Mr,NA,1009,7/10/2016
31390,7/9/2016,7/19/2016,188,43,black,55,99.9,36106,Mrs,NA,1015,7/10/2016
31403,7/9/2016,7/17/2016,156,22,blue,34,29.9,36108,Mrs,9/15/1944,1011,12/20/2015
31410,7/9/2016,7/17/2016,216,l,blue,29,39.9,32423,Mrs,2/20/1967,1003,2/17/2015
31436,7/9/2016,NA,661,xxl,white,5,29.9,25478,Mrs,9/12/1967,1001,2/17/2015
31439,7/9/2016,7/19/2016,197,46,brown,1,99.9,2129,Mrs,NA,1008,6/7/2016
31442,7/9/2016,8/7/2016,248,41,white,8,49.9,2129,Mrs,NA,1008,6/7/2016
31448,7/9/2016,7/16/2016,146,l,black,3,21.9,3589,Mrs,2/21/1968,1002,2/17/2015
31454,7/9/2016,7/17/2016,213,xl,petrol,3,69.9,14059,Mrs,7/9/1970,1002,6/6/2016
31457,7/9/2016,7/17/2016,213,xxl,petrol,3,69.9,14059,Mrs,7/9/1970,1002,6/6/2016
31480,7/10/2016,7/23/2016,516,xxl,denim,25,59.9,36130,Mrs,6/28/1982,1007,7/11/2016
31490,7/10/2016,7/27/2016,69,xxl,orange,5,54.9,26247,Mrs,12/15/1969,1001,6/3/2016
31507,7/10/2016,7/18/2016,183,xl,green,5,79.9,36138,Mrs,12/19/1977,1013,7/11/2016
31510,7/10/2016,7/18/2016,143,l,mocca,5,89.9,36138,Mrs,12/19/1977,1013,7/11/2016
31534,7/10/2016,7/16/2016,57,xl,blue,3,34.9,28409,Mrs,11/30/1963,1008,6/18/2016
31547,7/10/2016,7/23/2016,142,xl,red,49,49.9,36149,Mrs,12/31/1957,1011,7/11/2016
31556,7/10/2016,7/19/2016,1401,l,black,3,21.9,29167,Mrs,5/28/1963,1001,6/17/2016
31563,7/10/2016,NA,349,39,black,17,79.9,23834,Mrs,12/25/1964,1002,5/29/2016
31574,7/10/2016,7/17/2016,17,46,blue,11,69.9,36150,Mrs,5/25/1947,1010,5/12/2015
31584,7/10/2016,NA,1421,xxl,red,87,79.9,19670,Mrs,1/26/1965,1008,6/2/2016
31585,7/10/2016,7/23/2016,1405,l,purple,3,19.9,29640,Mrs,9/26/1949,1003,1/17/2016
31635,7/10/2016,7/16/2016,313,l,brown,11,49.9,25320,Mrs,11/17/1966,1008,2/17/2015
31651,7/10/2016,7/19/2016,1401,xxl,black,3,21.9,19810,Mrs,1/7/1965,1009,3/15/2015
31666,7/10/2016,7/16/2016,575,40,denim,78,49.9,17400,Mrs,12/11/1965,1010,10/28/2015
31683,7/10/2016,7/16/2016,9,5+,grey,4,89.9,13617,Mrs,NA,1001,4/27/2016
31695,7/10/2016,7/18/2016,242,m,black,20,79.9,36181,Mrs,10/6/1951,1010,7/11/2016
31753,7/10/2016,7/17/2016,154,m,red,33,17.9,36196,Mrs,2/7/1965,1002,7/11/2016
31755,7/10/2016,7/17/2016,272,41,black,53,29.9,36196,Mrs,2/7/1965,1002,7/11/2016
31782,7/11/2016,7/17/2016,158,40,green,54,39.9,36200,Mrs,3/15/1974,1011,5/16/2015
31796,7/11/2016,7/16/2016,57,s,mocca,3,39.9,36204,Mrs,12/12/1974,1015,2/17/2015
31799,7/11/2016,7/18/2016,138,xxl,curry,46,19.9,28592,not reported,9/14/1962,1008,6/14/2016
31801,7/11/2016,7/18/2016,683,unsized,curry,46,7.9,28592,not reported,9/14/1962,1008,6/14/2016
31810,7/11/2016,8/8/2016,1401,s,white,3,21.9,11429,Mrs,12/11/1963,1010,2/17/2015
31816,7/11/2016,7/17/2016,878,xl,blue,97,39.9,31034,Mrs,NA,1014,6/25/2016
31845,7/11/2016,7/20/2016,618,m,ocher,42,89.9,36212,Mrs,2/20/1962,1002,8/7/2015
31846,7/11/2016,7/17/2016,1404,s,red,3,16.9,28271,Mrs,5/11/1980,1008,6/13/2016
31858,7/11/2016,NA,229,40,black,50,49.95,36215,Mrs,12/5/1963,1001,2/17/2015
31863,7/10/2016,NA,1426,41,black,96,99.9,9366,Mrs,12/30/1951,1001,5/13/2015
31865,7/11/2016,7/19/2016,1409,xl,black,3,24.9,3551,Mrs,1/19/1972,1001,4/7/2016
31866,7/10/2016,7/17/2016,1006,43,black,38,79.9,11281,Mrs,4/28/1977,1011,2/28/2016
31887,7/11/2016,NA,214,xl,denim,49,44.9,22100,Mrs,9/20/1968,1014,8/18/2015
31896,7/11/2016,7/19/2016,1401,xxl,green,3,24.9,8794,Mrs,2/19/1957,1010,2/17/2015
31898,7/11/2016,7/16/2016,1409,l,red,3,24.9,15626,Mrs,1/11/1966,1011,2/17/2015
31914,7/11/2016,7/17/2016,9,9,black,4,89.9,13985,Mr,9/19/1938,1001,2/17/2015
31922,7/10/2016,7/16/2016,32,xl,green,3,21.9,31051,Mrs,5/30/1976,1008,5/31/2015
31929,7/10/2016,NA,162,40,black,17,59.9,18628,Mrs,1/30/1976,1002,5/13/2016
31937,7/10/2016,7/16/2016,277,m,black,3,39.9,36229,Mrs,11/19/1965,1010,2/17/2015
31954,7/10/2016,7/19/2016,84,l,white,5,69.9,36234,Mrs,7/4/1972,1002,2/17/2015
31960,7/10/2016,7/18/2016,255,s,black,37,17.9,36235,Mrs,4/19/1951,1008,7/11/2016
31965,7/11/2016,7/20/2016,166,50,blue,6,34.9,31705,Mrs,3/19/1967,1015,6/27/2016
31968,7/11/2016,7/20/2016,25,xxl,grey,5,79.9,31705,Mrs,3/19/1967,1015,6/27/2016
31974,7/11/2016,7/20/2016,143,xl,olive,5,44.9,31705,Mrs,3/19/1967,1015,6/27/2016
31979,7/10/2016,7/16/2016,591,40,brown,81,60,27365,Mrs,4/8/1957,1013,1/12/2016
31980,7/10/2016,7/16/2016,586,xxl,black,2,59.9,27365,Mrs,4/8/1957,1013,1/12/2016
31993,7/10/2016,7/16/2016,661,l,denim,5,29.9,4430,Mrs,7/13/1959,1001,4/8/2016
32006,7/10/2016,NA,668,39,brown,53,39.9,36244,Mrs,4/2/1949,1011,7/11/2016
32013,7/10/2016,7/16/2016,96,xxl,white,3,16.9,14296,Mrs,10/23/1962,1008,2/28/2015
32017,7/10/2016,7/18/2016,247,41,green,40,79.9,36247,Mrs,12/13/1968,1015,7/11/2016
32019,7/10/2016,12/31/1994,1421,xxl,black,87,79.9,7983,Mrs,2/13/1962,1005,4/14/2016
32029,7/10/2016,7/18/2016,652,38,black,1,59.9,36251,Mrs,9/17/1967,1001,7/11/2016
32041,7/10/2016,7/16/2016,263,xxl,grey,5,39.9,18846,Mrs,2/20/1969,1010,2/17/2015
32044,7/10/2016,7/16/2016,515,unsized,grey,32,9.9,18846,Mrs,2/20/1969,1010,2/17/2015
32046,7/10/2016,7/19/2016,187,xl,green,14,49.9,36254,Mrs,1/14/1952,1003,7/11/2016
32051,7/10/2016,7/18/2016,69,xl,berry,5,59.9,36255,Mrs,NA,1002,7/11/2016
32057,7/11/2016,7/16/2016,51,m,olive,5,69.9,35051,Mrs,8/18/1968,1001,2/17/2015
32060,7/11/2016,7/17/2016,85,41,red,40,79.9,17235,Mrs,11/11/1958,1010,7/12/2016
32080,7/11/2016,7/16/2016,949,l,khaki,30,49.9,8727,Mrs,2/13/1972,1008,2/17/2015
32105,7/11/2016,7/17/2016,455,37,grey,17,69.9,30357,Mrs,6/12/1957,1003,1/29/2016
32107,7/11/2016,7/19/2016,1401,l,black,3,21.9,15930,Mrs,10/23/1945,1001,5/3/2016
32115,7/11/2016,7/16/2016,242,l,white,20,79.9,36266,Mrs,2/3/1978,1002,3/1/2015
32150,7/11/2016,7/16/2016,139,xxl,red,3,29.9,17790,Mrs,4/10/1967,1001,2/17/2015
32154,7/11/2016,7/16/2016,579,xxl,brown,3,19.9,17790,Mrs,4/10/1967,1001,2/17/2015
32159,7/11/2016,7/17/2016,255,l,olive,37,17.9,36271,Mrs,2/12/1954,1014,2/17/2015
32163,7/11/2016,7/19/2016,546,xl,red,3,29.9,36274,Mrs,5/20/1931,1001,10/1/2015
32166,7/11/2016,12/31/1994,1429,m,berry,48,19.9,36276,Mrs,6/19/1964,1003,7/12/2016
32196,7/11/2016,7/16/2016,82,s,berry,5,39.9,18147,Mrs,12/2/1952,1010,5/3/2016
32206,7/11/2016,7/17/2016,91,xxl,purple,3,24.9,20672,Mrs,NA,1002,3/15/2016
32217,7/11/2016,7/19/2016,226,m,magenta,3,14.9,36282,Mrs,7/1/1957,1007,5/7/2016
32268,7/11/2016,7/19/2016,63,xxl,khaki,33,15.9,963,Mrs,2/17/1942,1008,2/17/2015
32272,7/11/2016,7/18/2016,56,48,denim,25,59.9,36291,Mrs,12/12/1968,1010,7/12/2016
32278,7/11/2016,7/17/2016,269,xl,ocher,42,69.9,19338,Mrs,6/24/1959,1011,2/17/2015
32300,7/11/2016,7/18/2016,55,39,turquoise,1,59.9,36292,Mrs,4/30/1961,1002,7/12/2016
32301,7/11/2016,7/18/2016,8,40,stained,8,14.9,36292,Mrs,4/30/1961,1002,7/12/2016
32303,7/11/2016,7/18/2016,92,s,turquoise,42,49.9,36292,Mrs,4/30/1961,1002,7/12/2016
32326,7/11/2016,7/17/2016,255,s,blue,37,17.9,36297,Mrs,1/15/1967,1002,9/23/2015
32337,7/11/2016,7/18/2016,328,s,white,37,19.9,36300,Mrs,3/28/1967,1010,2/24/2016
32386,7/11/2016,7/17/2016,209,xxl,grey,37,34.9,18747,Mrs,7/13/1965,1010,6/25/2016
32391,7/11/2016,7/16/2016,107,40,red,12,59.9,9312,Mrs,1/1/1948,1008,6/12/2015
32395,7/11/2016,7/16/2016,138,m,curry,46,19.9,5824,Mrs,12/30/1957,1010,3/20/2016
32402,7/11/2016,7/19/2016,1433,m,purple,20,69.9,36309,Mrs,8/11/1965,1010,2/17/2015
32413,7/11/2016,7/17/2016,120,l,ocher,48,69.9,35108,Mrs,9/1/1961,1006,2/17/2015
32436,7/11/2016,7/18/2016,32,xl,purple,3,21.9,20469,Mrs,7/16/1956,1003,5/18/2016
32444,7/11/2016,7/19/2016,263,xl,grey,5,39.9,4550,Mrs,8/5/1972,1015,9/15/2015
32446,7/11/2016,7/19/2016,5,xxl,magenta,5,39.9,4550,Mrs,8/5/1972,1015,9/15/2015
32447,7/11/2016,NA,263,xl,grey,5,39.9,4550,Mrs,8/5/1972,1015,9/15/2015
32452,7/11/2016,7/18/2016,898,42,petrol,78,84.9,18134,Mrs,NA,1006,2/17/2015
32453,7/11/2016,7/18/2016,506,42,grey,11,34.9,18134,Mrs,NA,1006,2/17/2015
32460,7/11/2016,7/16/2016,507,38,black,53,39.9,17521,Mrs,8/17/1963,1016,5/16/2015
32469,7/11/2016,7/16/2016,1221,xl,blue,46,29.9,36319,Mrs,3/25/1960,1002,3/2/2016
32471,7/11/2016,7/16/2016,6,21,blue,6,39.9,364,Mrs,8/22/1967,1014,2/17/2015
32472,7/11/2016,7/16/2016,6,21,berry,6,39.9,364,Mrs,8/22/1967,1014,2/17/2015
32478,7/11/2016,7/16/2016,32,l,blau,3,9.9,364,Mrs,8/22/1967,1014,2/17/2015
32486,7/11/2016,7/17/2016,138,xl,blue,46,19.9,1946,Mrs,7/21/1954,1010,2/17/2015
32488,7/11/2016,7/16/2016,31,40,blue,22,19.9,34871,Mrs,4/23/1956,1010,10/26/2015
32496,7/11/2016,7/16/2016,252,xl,black,41,69.9,27485,Mrs,3/17/1956,1002,10/21/2015
32498,7/11/2016,7/16/2016,503,7+,black,21,64.9,27485,Mrs,3/17/1956,1002,10/21/2015
32507,7/11/2016,7/17/2016,213,l,petrol,3,69.9,5808,Mrs,4/16/1968,1015,8/8/2015
32537,7/11/2016,7/16/2016,837,42,grey,24,59.9,1535,Mrs,3/22/1963,1007,3/5/2015
32560,7/11/2016,7/19/2016,22,xxl,pink,14,24.9,36330,Mrs,12/5/1969,1001,7/12/2016
32568,7/11/2016,7/18/2016,231,40,ocher,24,49.9,36333,Mrs,3/13/1963,1016,7/12/2016
32574,7/11/2016,7/16/2016,222,s,black,3,24.9,20115,Mrs,1/23/1965,1010,3/28/2016
32581,7/11/2016,7/20/2016,379,xl,ocher,42,49.9,19730,Mrs,NA,1002,5/16/2016
32593,7/11/2016,7/16/2016,146,xl,black,3,21.9,3960,Mrs,9/2/1964,1010,6/1/2015
32596,7/11/2016,7/17/2016,69,m,orange,5,39.9,11328,Mrs,2/1/1967,1013,2/17/2015
32618,7/11/2016,7/18/2016,161,41,brown,54,69.9,18646,Mrs,NA,1010,5/13/2016
32638,7/11/2016,7/17/2016,142,s,grey,49,49.9,36352,Mrs,10/31/1954,1016,7/12/2016
32639,7/11/2016,7/16/2016,56,46,denim,25,59.9,36354,Mrs,5/14/1968,1008,9/26/2015
32645,7/11/2016,7/24/2016,413,xl,black,14,49.9,36354,Mrs,5/14/1968,1008,9/26/2015
32664,7/11/2016,7/17/2016,164,40,black,47,79.9,36356,Mrs,8/31/1972,1011,2/17/2015
32671,7/11/2016,7/18/2016,82,m,dark denim,5,69.9,36357,Mrs,9/29/1966,1010,7/12/2016
32675,7/11/2016,7/16/2016,208,42,blue,25,59.9,11950,Mrs,6/18/1958,1002,5/24/2015
32678,7/11/2016,7/17/2016,5,m,dark denim,5,39.9,20693,Mrs,5/14/1961,1001,8/6/2015
32683,7/11/2016,7/18/2016,68,xl,black,3,19.9,36358,Mr,4/28/1970,1010,7/12/2016
32690,7/11/2016,7/17/2016,364,48,black,5,49.9,36359,Mrs,NA,1007,7/12/2016
32699,7/11/2016,7/17/2016,114,39,black,43,79.9,16397,Mrs,2/23/1962,1001,9/27/2015
32706,7/11/2016,7/18/2016,119,36,black,43,59.9,36363,Mrs,7/30/1976,1010,7/12/2016
32720,7/11/2016,NA,120,l,ocher,48,69.9,10582,Mrs,2/2/1967,1010,2/17/2015
32723,7/11/2016,7/17/2016,1116,40,black,104,29.9,36366,Mrs,4/20/1959,1001,3/14/2016
32725,7/11/2016,7/17/2016,247,39,blue,40,79.9,36366,Mrs,4/20/1959,1001,3/14/2016
32728,7/11/2016,NA,139,l,red,3,29.9,36366,Mrs,4/20/1959,1001,3/14/2016
32743,7/11/2016,7/19/2016,279,xl,ash,3,14.9,36370,Mrs,10/1/1959,1010,1/5/2016
32746,7/11/2016,7/19/2016,242,xl,white,20,79.9,36370,Mrs,10/1/1959,1010,1/5/2016
32770,7/11/2016,7/16/2016,623,m,petrol,5,39.9,36372,Mrs,12/8/1965,1013,7/12/2016
32776,7/11/2016,7/16/2016,92,l,turquoise,42,49.9,36373,Mrs,3/17/1966,1010,7/12/2016
32790,7/11/2016,7/16/2016,70,44,white,34,19.9,5006,Mrs,12/11/1980,1006,2/17/2015
32799,7/11/2016,7/16/2016,70,44,blue,34,19.9,5006,Mrs,12/11/1980,1006,2/17/2015
32815,7/11/2016,7/18/2016,630,s,anthracite,42,109.9,30203,Mrs,6/12/1980,1010,6/21/2016
32823,7/11/2016,7/19/2016,630,s,anthracite,42,109.9,16941,Mrs,NA,1002,5/7/2016
32829,7/11/2016,7/16/2016,57,m,ash,3,24.9,36382,Mrs,1/17/1956,1001,3/6/2015
32875,7/11/2016,NA,119,42,brown,43,59.9,35597,Mrs,4/28/1949,1008,7/12/2016
32885,7/11/2016,7/24/2016,56,46,denim,25,59.9,380,Mrs,1/5/1966,1010,2/17/2015
32904,7/11/2016,12/31/1994,166,40,anthracite,6,39.9,36393,Mrs,7/12/1993,1010,7/12/2016
32905,7/11/2016,12/31/1994,37,41,black,1,59.9,36393,Mrs,7/12/1993,1010,7/12/2016
32947,7/11/2016,7/16/2016,242,l,black,20,79.9,36400,Mrs,11/21/1900,1013,10/27/2015
32953,7/11/2016,7/18/2016,247,39,blue,40,79.9,29153,Mrs,4/4/1970,1015,2/17/2015
32954,7/11/2016,NA,296,7,blue,19,59.9,36403,Mrs,4/21/1958,1008,7/12/2016
33007,7/11/2016,7/16/2016,115,38,blue,25,69.9,36413,Mrs,1/5/1965,1010,2/17/2015
33031,7/11/2016,7/16/2016,346,xl,white,5,69.9,36421,Mrs,11/6/1965,1010,9/30/2015
33046,7/11/2016,7/18/2016,706,9,black,19,69.9,21143,Mrs,6/20/1966,1009,8/26/2015
33052,7/11/2016,7/17/2016,193,38,blue,53,39.9,19265,Mrs,8/8/1965,1013,5/30/2015
33058,7/11/2016,7/16/2016,226,xl,grey,3,14.9,19780,Mrs,7/23/1967,1014,2/17/2015
33091,7/11/2016,7/18/2016,443,48,blue,25,69.9,36432,Mrs,6/5/1956,1010,7/12/2016
33105,7/11/2016,7/17/2016,286,39,green,1,89.9,4968,Mrs,8/7/1955,1001,5/8/2016
33158,7/11/2016,7/18/2016,57,l,purple,3,19.9,15249,Mrs,2/14/1952,1001,5/26/2016
33167,7/11/2016,7/20/2016,118,l,berry,6,39.9,36439,Mrs,8/4/1972,1008,7/12/2016
33168,7/11/2016,7/20/2016,118,xl,berry,6,39.9,36439,Mrs,8/4/1972,1008,7/12/2016
33176,7/11/2016,7/18/2016,137,38,red,38,79.9,36440,Mrs,1/10/1961,1002,7/12/2016
33195,7/11/2016,7/18/2016,84,xl,ivory,5,29.9,27394,Mrs,4/2/1968,1007,7/12/2016
33244,7/11/2016,7/17/2016,5,l,white,5,39.9,23678,Mrs,1/27/1959,1015,1/29/2016
33258,7/11/2016,7/17/2016,208,36,black,25,59.9,17200,Mrs,7/19/1961,1002,2/17/2015
33265,7/11/2016,12/31/1994,1421,xxl,brown,87,79.9,15093,Mrs,9/29/1971,1008,5/13/2015
33273,7/11/2016,7/18/2016,240,unsized,blue,29,7.9,18312,Mrs,12/2/1955,1011,5/11/2016
33291,7/11/2016,7/18/2016,85,39,petrol,40,79.9,36451,Mr,1/23/1979,1002,7/12/2016
33342,7/12/2016,7/19/2016,1401,xxl,white,3,21.9,19043,Mrs,8/24/1962,1015,5/14/2016
33344,7/12/2016,8/6/2016,1406,m,blue,3,9.9,35798,Mrs,1/27/1963,1001,2/17/2015
33358,7/12/2016,7/17/2016,457,38,turquoise,1,54.9,8265,Mrs,8/20/1960,1013,3/7/2016
33371,7/11/2016,7/19/2016,1116,40,blue,104,29.9,36462,Mrs,2/28/1965,1008,7/12/2016
33374,7/11/2016,7/19/2016,399,40,green,17,89.9,36462,Mrs,2/28/1965,1008,7/12/2016
33389,7/11/2016,7/17/2016,32,xxl,brown,3,9.9,1750,Mrs,8/2/1954,1010,1/19/2016
33392,7/11/2016,NA,623,xxl,petrol,5,39.9,1750,Mrs,8/2/1954,1010,1/19/2016
33394,7/11/2016,7/17/2016,98,l,green,28,49.9,9258,Mrs,12/8/1963,1010,4/16/2016
33402,7/11/2016,7/17/2016,31,41,blue,22,19.9,31181,Mrs,4/19/1967,1002,3/23/2015
33410,7/12/2016,7/17/2016,55,41,grey,1,59.9,31928,Mrs,11/15/1959,1008,6/28/2016
33413,7/12/2016,7/20/2016,133,42,purple,38,69.9,35431,Mrs,2/3/1969,1010,7/5/2016
33418,7/12/2016,8/1/2016,8,38,stained,8,24.9,34417,Mrs,8/20/1956,1006,7/2/2016
33421,7/12/2016,7/19/2016,1409,xxl,olive,3,24.9,35624,Mrs,9/24/1960,1010,7/5/2016
33459,7/12/2016,7/17/2016,80,39,orange,26,49.9,17776,Mrs,1/16/1957,1014,2/28/2016
33474,7/11/2016,7/18/2016,19,l,white,14,69.9,36473,Mr,3/10/1978,1010,7/12/2016
33475,7/11/2016,7/17/2016,1421,l,brown,87,79.9,18683,Mrs,11/10/1976,1010,7/23/2015
33486,7/11/2016,7/17/2016,251,40,black,12,69.9,6725,Mrs,3/22/1961,1010,2/17/2015
33499,7/11/2016,7/17/2016,366,39,black,4,49.9,15131,Mrs,NA,1010,7/1/2016
33503,7/11/2016,7/16/2016,70,44,blue,34,19.9,26732,Mrs,11/10/1956,1001,2/17/2015
33507,7/11/2016,7/16/2016,391,7+,silver,48,39.9,26732,Mrs,11/10/1956,1001,2/17/2015
33512,7/11/2016,7/17/2016,41,38,blue,1,99.9,36474,Mrs,9/2/1963,1010,7/12/2016
33516,7/11/2016,7/18/2016,586,s,bordeaux,2,29.9,36476,Mrs,NA,1013,7/12/2016
33525,7/11/2016,7/16/2016,202,8,olive,57,69.9,12076,Mrs,12/14/1960,1010,4/23/2016
33532,7/11/2016,7/18/2016,413,xl,denim,14,49.9,36477,Mrs,10/30/1968,1010,7/12/2016
33551,7/12/2016,8/7/2016,103,39,green,17,69.9,7912,Mrs,4/28/1959,1003,2/17/2015
33562,7/12/2016,7/17/2016,175,m,blau,3,16.9,11398,Mrs,9/23/1958,1015,1/16/2016
33572,7/12/2016,7/16/2016,150,5+,brown,19,39.9,29674,Mrs,6/16/1962,1002,2/17/2015
33577,7/12/2016,7/19/2016,1404,xl,green,3,16.9,10704,Mrs,2/13/1962,1008,2/17/2015
33578,7/12/2016,7/16/2016,1404,s,blue,3,16.9,29482,Mrs,1/28/1983,1010,3/25/2016
33582,7/12/2016,7/18/2016,31,40,red,22,19.9,36483,Mrs,2/11/1977,1004,7/13/2016
33588,7/12/2016,7/17/2016,122,41,black,1,59.9,33402,Mrs,1/14/1956,1001,2/17/2015
33604,7/12/2016,7/16/2016,215,m,ocher,28,59.9,36487,Mrs,4/9/1960,1015,2/17/2015
33613,7/12/2016,7/16/2016,190,l,grey,3,19.9,36487,Mrs,4/9/1960,1015,2/17/2015
33617,7/12/2016,7/17/2016,1443,unsized,pallid,114,10.95,35477,Mrs,5/8/1956,1007,2/17/2015
33627,7/12/2016,7/19/2016,1409,xl,ash,3,24.9,24761,Mrs,12/13/1960,1005,5/31/2016
33643,7/11/2016,NA,1421,xl,red,87,79.9,36489,Mrs,3/15/1967,1002,2/17/2015
33663,7/12/2016,7/19/2016,1404,l,purple,3,16.9,34557,Mrs,5/6/1967,1010,2/25/2015
